Player,,Loan: start/end,Age,Nationality,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Oliver Burke,In,End,26,Scotland,Centre-Forward,"2,500,000",Millwall,"Championship, England",Europe,France,Second Tier,Werder Bremen,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2008
Oliver Burke,Out,Start,26,Scotland,Centre-Forward,"2,500,000",Werder Bremen,"Bundesliga, German",Top,Germany,First Tier,Birmingham,"Championship, England",Europe,England,Second Tier,,0,2009
Oliver Christensen,In,No,24,Denmark,Goalkeeper,"4,000,000",Hertha BSC,"2. Bundesliga, German",Europe,Germany,Second Tier,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,4500000,2010
Oliver Kamdem,Out,No,20,France,Right-Back,"100,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,Without Club,No league,-,-,No tier,,0,2011
Olivier Deman,In,No,23,Belgium,Left Midfield,"3,000,000",Cercle Brugge,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,Werder Bremen,"Bundesliga, German",Top,Germany,First Tier,,4000000,2012
Omar Alderete,In,No,26,Paraguay,Centre-Back,"4,000,000",Hertha BSC,"2. Bundesliga, German",Europe,Germany,Second Tier,Getafe,"LaLiga, Spain",Top,Spain,First Tier,,4000000,2014
Omar Alderete,Out,End,26,Paraguay,Centre-Back,"4,000,000",Getafe,"LaLiga, Spain",Top,Spain,First Tier,Hertha BSC,"2. Bundesliga, German",Europe,Germany,Second Tier,"Jun 30, 2023",0,2013
Omar Haktab Traoré,In,No,25,Germany,Right-Back,"400,000",VfL Osnabrück,"2. Bundesliga, German",Europe,Germany,Second Tier,Heidenheim,"Bundesliga, German",Top,Germany,First Tier,,0,2015
Omar Marmoush,Inside,No,24,Egypt,Centre-Forward,"6,000,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,0,2016
Omar Mascarell,In,No,30,Spain,Defensive Midfield,"3,000,000",Elche CF,"LaLiga2, Spain",Europe,Spain,Second Tier,RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,,600000,2017
Omar Richards,Out,Start,25,England,Left-Back,"5,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Olympiacos,"Super League 1, Greece",Europe,Greece,First Tier,,0,2018
Ömer Beyaz,Out,Start,19,Turkey,Attacking Midfield,"700,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Hatayspor,"Süper Lig, Turkey",Asia,Turkey,First Tier,,0,2019
Ondrej Duda,Inside,No,28,Slovakia,Attacking Midfield,"4,000,000",1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,,2700000,2021
Ondrej Duda,Inside,End,28,Slovakia,Attacking Midfield,"4,000,000",Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2020
Orbelín Pineda,In,End,27,Mexico,Central Midfield,"6,500,000",AEK Athens,"Super League 1, Greece",Europe,Greece,First Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2022
Orbelín Pineda,Out,No,27,Mexico,Central Midfield,"6,500,000",Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,AEK Athens,"Super League 1, Greece",Europe,Greece,First Tier,,6500000,2023
Oriol Romeu,Inside,No,31,Spain,Defensive Midfield,"5,000,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Barcelona,"LaLiga, Spain",Top,Spain,First Tier,,3400000,2024
Ørjan Nyland,Inside,No,32,Norway,Goalkeeper,"600,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,,0,2025
Oscar Bobb,In,No,19,Norway,Right Winger,"10,000,000",Man City U21,"Premier League 2, England",Europe,England,Reserve League,Man City,"Premier League, England",Top,England,First Tier,,0,2026
Óscar Clemente,Out,No,24,Spain,Attacking Midfield,"600,000",UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,Levante,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,2027
Óscar Cortés,In,No,19,Colombia,Right Winger,"4,200,000",Millonarios,"Liga Dimayor Finalización, Colombia",Latin America,Colombia,First Tier,Lens,"Ligue 1, France",Top,France,First Tier,,4500000,2028
Óscar Estupiñán,In,Start,26,Colombia,Centre-Forward,"5,000,000",Hull City,"Championship, England",Europe,France,Second Tier,FC Metz,"Ligue 1, France",Top,France,First Tier,,0,2029
Oscar Fraulo,Out,Start,19,Denmark,Central Midfield,"2,000,000",Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,FC Utrecht,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,0,2030
Óscar Pinchi,In,End,27,Spain,Right Winger,"650,000",CD Mirandés,"LaLiga2, Spain",Europe,Spain,Second Tier,UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2031
Óscar Pinchi,Out,No,27,Spain,Right Winger,"650,000",UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,C. Rizespor,"Süper Lig, Turkey",Asia,Turkey,First Tier,,0,2032
Óscar Rodríguez,Inside,Start,25,Spain,Attacking Midfield,"8,000,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,Getafe,"LaLiga, Spain",Top,Spain,First Tier,,0,2034
Óscar Rodríguez,Inside,End,25,Spain,Attacking Midfield,"8,000,000",Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2033
Oscar Schönfelder,In,End,22,Germany,Left Winger,"250,000",Jahn Regensburg,"3. Liga, German",Europe,Germany,Third Tier,Werder Bremen,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2035
Oscar Schönfelder,Out,No,22,Germany,Left Winger,"250,000",Werder Bremen,"Bundesliga, German",Top,Germany,First Tier,Jahn Regensburg,"3. Liga, German",Europe,Germany,Third Tier,,260000,2036
Óscar Ureña,In,End,20,Spain,Left Winger,"400,000",FC Cartagena,"LaLiga2, Spain",Europe,Spain,Second Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2037
Óscar Ureña,Out,Start,20,Spain,Left Winger,"400,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,CD Leganés,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,2038
Oskar Preil,Out,No,19,Germany,Goalkeeper,"200,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,FV Illertissen,"Regionalliga Bayern, German",Europe,German,Fourth Tier,,0,2039
Othmane Chraibi,In,No,20,Morocco,Defensive Midfield,0,FC Metz B,"Championnat National 3 - Groupe I, France",Europe,France,Fifth Tier,FC Metz,"Ligue 1, France",Top,France,First Tier,,0,2041
Othmane Chraibi,Out,Start,20,Morocco,Defensive Midfield,0,FC Metz,"Ligue 1, France",Top,France,First Tier,LB Châteauroux,"Championnat National, France",Europe,France,Third Tier,,0,2040
Oumar Diakité,In,No,19,Cote d'Ivoire,Centre-Forward,"1,500,000",RB Salzburg,"Bundesliga, Austria",Europe,Austria,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,2500000,2042
Ouparine Djoco,Out,Start,25,Guinea-Bissau,Goalkeeper,"500,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,Francs Borains,"Challenger Pro League, German",Europe,Belgium,Second Tier,,0,2043
Ousmane Ba,Out,Start,21,Senegal,Goalkeeper,"400,000",FC Metz,"Ligue 1, France",Top,France,First Tier,SO Cholet,"Championnat National, France",Europe,France,Third Tier,,0,2044
Ousmane Dembélé,Inside,No,26,France,Right Winger,"60,000,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,50000000,2045
Oussama El Azzouzi,In,No,22,Morocco,Defensive Midfield,"2,000,000",Union SG,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,Bologna,"Serie A, Italy",Top,Italy,First Tier,,2000000,2046
Oussama Idrissi,In,End,27,Morocco,Left Winger,"5,500,000",Feyenoord,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2047
Oussama Idrissi,Out,No,27,Morocco,Left Winger,"5,500,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,Without Club,No league,-,-,No tier,,0,2048
Pablo Marí,Inside,No,29,Spain,Centre-Back,"5,000,000",Arsenal,"Premier League, England",Top,England,First Tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,4900000,2050
Pablo Marí,Inside,End,29,Spain,Centre-Back,"5,000,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Arsenal,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,2049
Pablo Pagis,In,End,20,France,Centre-Forward,"1,500,000",Nîmes Olympique,"Championnat National, France",Europe,France,Third Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2051
Pablo Rodríguez,Out,Start,22,Spain,Second Striker,"2,000,000",Lecce,"Serie A, Italy",Top,Italy,First Tier,Ascoli,"Serie B, Italy",Europe,Italy,Second Tier,,0,2052
Pablo Torre,Inside,Start,20,Spain,Central Midfield,"3,000,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,,0,2053
Panagiotis Retsos,Out,No,24,Greece,Centre-Back,"2,000,000",Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,Olympiacos,"Super League 1, Greece",Europe,Greece,First Tier,,?,2054
Pantelis Hatzidiakos,In,No,26,Greece,Centre-Back,"4,000,000",AZ Alkmaar,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,Cagliari Calcio,"Serie A, Italy",Top,Italy,First Tier,,2000000,2055
Paolo Gozzi,Out,Start,22,Italy,Centre-Back,"300,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Red Star FC,"Championnat National, France",Europe,France,Third Tier,,0,2056
Papa Ndiaga Yade,In,End,23,Senegal,Left Winger,"1,200,000",Troyes,"Ligue 2, France",Europe,France,Second Tier,FC Metz,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2057
Papa Ndiaga Yade,Out,Start,23,Senegal,Left Winger,"1,200,000",FC Metz,"Ligue 1, France",Top,France,First Tier,QRM,"Ligue 2, France",Europe,France,Second Tier,,0,2058
Pape Gueye,Inside,End,24,Senegal,Defensive Midfield,"10,000,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2059
Pape Ibnou Ba,In,End,30,Mauritania,Centre-Forward,"400,000",Pau FC,"Ligue 2, France",Europe,France,Second Tier,Le Havre AC,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2060
Pape Ibnou Ba,Out,Start,30,Mauritania,Centre-Forward,"400,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,Concarneau,"Ligue 2, France",Europe,France,Second Tier,,0,2061
Papu Gómez,In,No,35,Argentina,Left Winger,"2,000,000",Without Club,No league,-,-,No tier,Monza,"Serie A, Italy",Top,Italy,First Tier,,0,2063
Papu Gómez,Out,No,35,Argentina,Left Winger,"3,000,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,Without Club,No league,-,-,No tier,,0,2062
Paris Maghoma,In,End,23,England,Central Midfield,"350,000",Bolton,"League One, England",Europe,England,Third Tier,Brentford,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,2064
Paris Maghoma,Out,Start,22,England,Central Midfield,"350,000",Brentford,"Premier League, England",Top,England,First Tier,Bolton,"League One, England",Europe,England,Third Tier,,0,2065
Patric Pfeiffer,Inside,No,23,Ghana,Centre-Back,"3,000,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,0,2066
Patrick Dorgu,In,No,18,Denmark,Left-Back,"2,500,000",Nordsjaell. U19,"U19 Boys League, Denmark",Europe,Denmark,Youth League,Lecce,"Serie A, Italy",Top,Italy,First Tier,,200000,2067
Patrick Pentz,Out,Start,26,Austria,Goalkeeper,"1,500,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Bröndby IF,"Superligaen, Denmark",Europe,Denmark,First Tier,,0,2068
Patrizio Masini,Out,Start,22,Italy,Central Midfield,"300,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Ascoli,"Serie B, Italy",Europe,Italy,Second Tier,,0,2069
Pau Torres,Inside,No,26,Spain,Centre-Back,"45,000,000",Villarreal,"LaLiga, Spain",Top,Spain,First Tier,Aston Villa,"Premier League, England",Top,England,First Tier,,33000000,2070
Pau Víctor,In,End,21,Spain,Centre-Forward,"300,000",CE Sabadell,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2071
Pau Víctor,Out,Start,21,Spain,Centre-Forward,"300,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Barça Atlètic,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,,0,2072
Paul Akouokou,Inside,No,25,Cote d'Ivoire,Defensive Midfield,"3,500,000",Real Betis,"LaLiga, Spain",Top,Spain,First Tier,Olympique Lyon,"Ligue 1, France",Top,France,First Tier,,3000000,2073
Paul Grave,Out,Start,22,Germany,Goalkeeper,"100,000",VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,Wuppertaler SV,"Regionalliga West, German",Europe,German,Fourth Tier,,0,2074
Paul Seguin,Out,No,28,Germany,Central Midfield,"2,500,000",Union Berlin,"Bundesliga, German",Top,Germany,First Tier,FC Schalke 04,"2. Bundesliga, German",Europe,Germany,Second Tier,,750000,2075
Paul Wanner,Out,Start,17,Germany,Attacking Midfield,"3,000,000",Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,SV Elversberg,"2. Bundesliga, German",Europe,Germany,Second Tier,,0,2076
Paulinho,In,End,22,Brazil,Left Winger,"10,000,000",Atlético-MG,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2077
Paulinho,Out,No,22,Brazil,Left Winger,"10,000,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Atlético-MG,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,,0,2078
Paulo Gazzaniga,Inside,No,31,Argentina,Goalkeeper,"3,000,000",Fulham,"Premier League, England",Top,England,First Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,,0,2080
Paulo Gazzaniga,Inside,End,31,Argentina,Goalkeeper,"3,000,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Fulham,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,2079
Paulo Otávio,Out,No,28,Brazil,Left-Back,"4,000,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,Al-Sadd SC,Qatar Stars League,Asia,Qatar,First Tier,,0,2081
Pawel Jaroszynski,Out,No,28,Poland,Left Midfield,"550,000",Salernitana,"Serie A, Italy",Top,Italy,First Tier,Cracovia,"PKO BP Ekstraklasa, Poland",Europe,Poland,First Tier,,450000,2082
Pedro Mendes,Out,No,32,Portugal,Centre-Back,"1,800,000",Montpellier,"Ligue 1, France",Top,France,First Tier,CF Estrela,Liga Portugal,Europe,Portugal,First Tier,,0,2083
Pedro Porro,In,No,23,Spain,Right-Back,"40,000,000",Sporting CP,Liga Portugal,Europe,Portugal,First Tier,Tottenham,"Premier League, England",Top,England,First Tier,,40000000,2085
Pedro Porro,Out,End,23,Spain,Right-Back,"40,000,000",Tottenham,"Premier League, England",Top,England,First Tier,Sporting CP,Liga Portugal,Europe,Portugal,First Tier,"Jun 30, 2023",0,2084
Pelé,In,End,31,Guinea-Bissau,Defensive Midfield,"600,000",Famalicão,Liga Portugal,Europe,Portugal,First Tier,Monaco,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2086
Pelé,Out,No,31,Guinea-Bissau,Defensive Midfield,"600,000",Monaco,"Ligue 1, France",Top,France,First Tier,Without Club,No league,-,-,No tier,,0,2087
Pepe Sánchez,In,End,23,Spain,Centre-Back,"250,000",Dep. La Coruña,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,Granada CF,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2088
Pepe Sánchez,Out,No,23,Spain,Centre-Back,"250,000",Granada CF,"LaLiga, Spain",Top,Spain,First Tier,UD Ibiza,"Primera Federación - Grupo II, Spain",Europe,Spain,Third Tier,,0,2089
Pepelu,In,No,24,Spain,Defensive Midfield,"3,000,000",Levante,"LaLiga2, Spain",Europe,Spain,Second Tier,Valencia,"LaLiga, Spain",Top,Spain,First Tier,,5000000,2090
Peru Nolaskoain,In,End,24,Spain,Defensive Midfield,"1,000,000",SD Eibar,"LaLiga2, Spain",Europe,Spain,Second Tier,Athletic,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2091
Petar Stojanovic,Out,Start,27,Slovenia,Right-Back,"1,700,000",FC Empoli,"Serie A, Italy",Top,Italy,First Tier,Sampdoria,"Serie B, Italy",Europe,Italy,Second Tier,,0,2092
Peter Pokorny,In,End,21,Slovakia,Defensive Midfield,"700,000",Fehérvár,"Nemzeti Bajnokság, Hungary",Europe,Hungary,First Tier,Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2093
Peter Pokorny,Out,No,22,Slovakia,Defensive Midfield,"700,000",Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,Slask Wroclaw,"PKO BP Ekstraklasa, Poland",Europe,Poland,First Tier,,0,2094
Phil Jones,Out,No,31,England,Centre-Back,"1,500,000",Man Utd,"Premier League, England",Top,England,First Tier,Without Club,No league,-,-,No tier,,0,2095
Philip Yeboah,Out,Start,20,Ghana,Centre-Forward,"175,000",Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,Lucchese,"Serie C - Girone B, Italy",Europe,Italy,Third Tier,,0,2096
Philipp Köhn,In,No,25,Switzerland,Goalkeeper,"4,500,000",RB Salzburg,"Bundesliga, Austria",Europe,Austria,First Tier,Monaco,"Ligue 1, France",Top,France,First Tier,,8000000,2097
Philipp Max,In,No,29,Germany,Left-Back,"3,000,000",PSV Eindhoven,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,,2000000,2099
Philipp Max,Out,End,29,Germany,Left-Back,"3,000,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,PSV Eindhoven,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,"Jun 30, 2023",0,2098
Philipp Pentke,Inside,No,38,Germany,Goalkeeper,"300,000",TSG Hoffenheim,"Bundesliga, German",Top,Germany,First Tier,1.FC Köln,"Bundesliga, German",Top,Germany,First Tier,,0,2100
Philipp Sonn,Out,No,18,Germany,Left-Back,0,Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,Wormatia Worms,"Oberliga Rheinland-Pfalz/Saar, German",Europe,German,Fifth Tier,,0,2101
Philippe Coutinho,Out,Start,31,Brazil,Attacking Midfield,"10,000,000",Aston Villa,"Premier League, England",Top,England,First Tier,Al-Duhail SC,Qatar Stars League,Asia,Qatar,First Tier,,0,2102
Phillip Tietz,Inside,No,26,Germany,Centre-Forward,"2,700,000",Darmstadt 98,"Bundesliga, German",Top,Germany,First Tier,FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,,2200000,2103
Phillipp Mwene,In,No,29,Austria,Right-Back,"3,000,000",PSV Eindhoven,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,1.FSV Mainz 05,"Bundesliga, German",Top,Germany,First Tier,,1000000,2104
Pierluca Luciani,Out,Start,21,Italy,Centre-Forward,"25,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,ACR Messina,"Serie C - Girone C, Italy",Europe,Italy,Third Tier,,0,2105
Pierluigi Frattali,In,No,37,Italy,Goalkeeper,"150,000",Bari,"Serie B, Italy",Europe,Italy,Second Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,?,2106
Pierre Kunde,Out,End,27,Cameroon,Central Midfield,"1,500,000",VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,Olympiacos,"Super League 1, Greece",Europe,Greece,First Tier,"Jun 30, 2023",0,2107
Pierre-Emerick Aubameyang,Inside,No,34,Gabon,Centre-Forward,"4,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Marseille,"Ligue 1, France",Top,France,First Tier,,0,2108
Pietro Ceccaroni,Out,End,27,Italy,Centre-Back,"1,600,000",Lecce,"Serie A, Italy",Top,Italy,First Tier,Venezia,"Serie B, Italy",Europe,Italy,Second Tier,"Jun 30, 2023",0,2109
Pietro Comuzzo,In,No,18,Italy,Centre-Back,"700,000",Fiorentina U19,"Primavera 1, Italy",Europe,Italy,Youth League,Fiorentina,"Serie A, Italy",Top,Italy,First Tier,,0,2110
Pol Lirola,In,End,25,Spain,Right-Back,"2,000,000",Elche CF,"LaLiga2, Spain",Europe,Spain,Second Tier,Marseille,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2111
Pol Lirola,Inside,Start,26,Spain,Right-Back,"2,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,0,2112
Pol Lozano,Out,End,23,Spain,Central Midfield,"1,500,000",Granada CF,"LaLiga, Spain",Top,Spain,First Tier,Espanyol,"LaLiga2, Spain",Europe,Spain,Second Tier,"Jun 30, 2023",0,2113
Pontus Almqvist,In,Start,23,Sweden,Right Winger,"3,000,000",Rostov,"Premier Liga, Russia",Europe,Russia,First Tier,Lecce,"Serie A, Italy",Top,Italy,First Tier,,0,2114
Pontus Jansson,Out,No,32,Sweden,Centre-Back,"2,000,000",Brentford,"Premier League, England",Top,England,First Tier,Malmö FF,"Allsvenskan, Sweden",Europe,Sweden,First Tier,,0,2115
Portu,Inside,No,31,Spain,Right Winger,"3,500,000",Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,Getafe,"LaLiga, Spain",Top,Spain,First Tier,,3500000,2117
Portu,Inside,No,31,Spain,Right Winger,"3,500,000",Getafe,"LaLiga, Spain",Top,Spain,First Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,,1500000,2118
Portu,Inside,End,31,Spain,Right Winger,"3,500,000",Getafe,"LaLiga, Spain",Top,Spain,First Tier,Real Sociedad,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2116
Przemyslaw Szyminski,Out,Start,29,Poland,Centre-Back,"800,000",Frosinone,"Serie A, Italy",Top,Italy,First Tier,Reggiana,"Serie B, Italy",Europe,Italy,Second Tier,,0,2119
Quentin Boisgard,In,End,26,France,Attacking Midfield,"1,000,000",Pau FC,"Ligue 2, France",Europe,France,Second Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2120
Quentin Cornette,Out,No,29,France,Right Winger,"800,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,Volos NPS,"Super League 1, Greece",Europe,Greece,First Tier,,0,2121
Quini,Out,No,33,Spain,Right-Back,"400,000",Granada CF,"LaLiga, Spain",Top,Spain,First Tier,Olympiacos,"Super League 1, Greece",Europe,Greece,First Tier,,0,2122
Radoslaw Majecki,In,End,23,Poland,Goalkeeper,"2,000,000",Cercle Brugge,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,Monaco,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2123
Radu Dragusin,Inside,No,21,Romania,Centre-Back,"10,000,000",Juventus,"Serie A, Italy",Top,Italy,First Tier,Genoa,"Serie A, Italy",Top,Italy,First Tier,,5500000,2125
Radu Dragusin,Inside,End,21,Romania,Centre-Back,"10,000,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Juventus,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,2124
Rafa Marín,In,No,21,Spain,Centre-Back,"500,000",RM Castilla,"Primera Federación - Grupo II, Spain",Europe,Spain,Third Tier,Real Madrid,"LaLiga, Spain",Top,Spain,First Tier,,0,2127
Rafa Marín,Inside,Start,21,Spain,Centre-Back,"500,000",Real Madrid,"LaLiga, Spain",Top,Spain,First Tier,Alavés,"LaLiga, Spain",Top,Spain,First Tier,,0,2126
Rafael Borré,Inside,Start,27,Colombia,Centre-Forward,"9,000,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,Werder Bremen,"Bundesliga, German",Top,Germany,First Tier,,0,2128
Rafael Ratão,Out,No,27,Brazil,Left Winger,"2,500,000",Toulouse,"Ligue 1, France",Top,France,First Tier,EC Bahia,Campeonato Brasileiro Série A,Latin America,Brazil,First Tier,,2500000,2129
Rafal Gikiewicz,Out,No,35,Poland,Goalkeeper,"650,000",FC Augsburg,"Bundesliga, German",Top,Germany,First Tier,Ankaragücü,"Süper Lig, Turkey",Asia,Turkey,First Tier,,0,2130
Raffaele Di Gennaro,In,No,29,Italy,Goalkeeper,"350,000",AS Gubbio,"Serie C - Girone B, Italy",Europe,Italy,Third Tier,Inter,"Serie A, Italy",Top,Italy,First Tier,,0,2131
Rafik Guitane,In,End,24,France,Right Winger,"1,000,000",Estoril Praia,Liga Portugal,Europe,Portugal,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,2132
Rafik Guitane,Out,No,24,France,Right Winger,"1,000,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,Estoril Praia,Liga Portugal,Europe,Portugal,First Tier,,250000,2133
Ragnar Ache,In,End,24,Germany,Centre-Forward,"1,000,000",Greuther Fürth,"2. Bundesliga, German",Europe,Germany,Second Tier,E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,2134
Ragnar Ache,Out,No,24,Germany,Centre-Forward,"1,000,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,1.FC K'lautern,"2. Bundesliga, German",Europe,Germany,Second Tier,,1000000,2135
Ramón Terrats,Inside,End,22,Spain,Defensive Midfield,"4,000,000",Villarreal,"LaLiga, Spain",Top,Spain,First Tier,Girona,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2136
Ramón Terrats,Inside,No,22,Spain,Defensive Midfield,"4,000,000",Girona,"LaLiga, Spain",Top,Spain,First Tier,Villarreal,"LaLiga, Spain",Top,Spain,First Tier,,2500000,2137
Ramy Bensebaini,Inside,No,28,Algeria,Left-Back,"20,000,000",Bor. M'gladbach,"Bundesliga, German",Top,Germany,First Tier,Bor. Dortmund,"Bundesliga, German",Top,Germany,First Tier,,0,2138
Randal Kolo Muani,Inside,No,24,France,Centre-Forward,"80,000,000",E. Frankfurt,"Bundesliga, German",Top,Germany,First Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,95000000,2139
Randy Nteka,In,End,25,France,Attacking Midfield,"1,800,000",Elche CF,"LaLiga2, Spain",Europe,Spain,Second Tier,Rayo Vallecano,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,2140
Raoul Bellanova,Inside,End,23,Italy,Right Midfield,"7,000,000",Inter,"Serie A, Italy",Top,Italy,First Tier,Cagliari Calcio,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,2141
